"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","PMID","term name","year"
"12193","96","GO Component","","intracellular organelle","0.0038","CD4|DCN|TNFRSF1A|HMOX1|OXT|F9|CYP26A1|EHHADH|CEBPZ|APOA1|CAT|RAMP3|RNF11|CFP|HBA2|DMGDH|SDS|LRPPRC|BTBD1|HPX|CERS2|CRHBP|PLIN2|FTCD|BAX|LAPTM5|AVPR1A|LDHD|ANPEP|UBTF|FGB|FOS|MT1E|RND1|TLN1|CES2|CALR|ZYX|SLC25A20|COLEC10|HBB|UBA1|GANAB|CYP1A2|IFI6|HLA-DRB1|ETS2|MRPL24|CSRP1|FMO3|ADAR|MRPL9|ECM1|APH1A|BCAS2|DUSP5|CPN1|PGM1|CYP2C8|CYP4A22|ASS1|CAP1|STK40|RPRD1B|YTHDF2|RND3|TDP2|SRPX|XDH|IGFBP3|IDI1|SQSTM1|HDLBP|DBH|PROS1|SEC31A|MCFD2|PLAC8|DNAJC7|DNTTIP2|MBD3|ITIH3|IGFALS|AADAT|ADH1C|PUF60|AKT1|LDLR|TXNIP|POLRMT|ZFP36|FPR1|TRAPPC3|SRRT|GHR|HAO2","17100","4460|4418|4420|4352|4387|4423|4366|4425|4464|4411|4426|4437|4381|4341|4413|4300|4314|4458|4349|4346|4432|4309|4428|4392|4463|4454|4414|4350|4311|4398|4407|4415|4333|4393|4328|4330|4375|4462|4448|4436|4386|4373|4444|4371|4442|4378|4308|4363|4395|4455|4388|4401|4382|4343|4405|4409|4443|4406|4368|4384|4457|4408|4430|4354|4452|4390|4370|4379|4450|4315|4335|4329|4305|4389|4304|4358|4380|4342|4424|4316|4451|4435|4324|4453|4438|4447|4312|4449|4323|4317|4310|4339|4359|4440|4394|4357","","GO.0043229","0"
"3335","37","UniProt Keywords","","Acetylation","0.0038","EHHADH|CEBPZ|CAT|DMGDH|LRPPRC|PLIN2|BAX|LDHD|UBTF|MT1E|TLN1|CALR|ZYX|SLC25A20|HBB|UBA1|GUK1|CSRP1|PHGDH|BCAS2|PGM1|AKR1A1|ASS1|CAP1|RPRD1B|YTHDF2|TDP2|IDI1|SQSTM1|HDLBP|PRKAR1A|DNAJC7|AADAT|ADH1C|PUF60|AKT1|SRRT","17100","4425|4464|4426|4300|4458|4428|4463|4350|4398|4333|4328|4375|4462|4448|4386|4373|4396|4395|4400|4405|4406|4410|4457|4408|4354|4452|4370|4335|4329|4305|4322|4424|4453|4438|4447|4312|4440","","KW-0007","0"
"1255","20","GO Process","","negative regulation of cell communication","0.0038","DCN|HMOX1|CYP26A1|APOA1|RAMP3|CRHBP|BAX|AVPR1A|FGB|CALR|SOCS3|IFI6|ADAMTSL2|ADAR|ECM1|DUSP5|YTHDF2|XDH|IGFBP3|AKT1","17100","4418|4352|4366|4411|4437|4309|4463|4414|4407|4375|4345|4442|4397|4388|4382|4409|4452|4450|4315|4312","","GO.0010648","0"
"1258","20","GO Process","","negative regulation of signaling","0.0038","DCN|HMOX1|CYP26A1|APOA1|RAMP3|CRHBP|BAX|AVPR1A|FGB|CALR|SOCS3|IFI6|ADAMTSL2|ADAR|ECM1|DUSP5|YTHDF2|XDH|IGFBP3|AKT1","17100","4418|4352|4366|4411|4437|4309|4463|4414|4407|4375|4345|4442|4397|4388|4382|4409|4452|4450|4315|4312","","GO.0023057","0"
"73","5","GO Process","","positive regulation of lipid biosynthetic process","0.0038","TNFRSF1A|APOA1|AVPR1A|AKT1|LDLR","17100","4420|4411|4414|4312|4449","","GO.0046889","0"
"3322","38","GO Process","","regulation of molecular function","0.0038","CD4|DCN|HMOX1|OXT|APOA1|CAT|RAMP3|BTBD1|CRHBP|BAX|AVPR1A|FOS|LPA|SOCS3|COLEC10|IFI6|HLA-DRB1|ADAR|ECM1|APH1A|DUSP5|CAP1|XDH|IGFBP3|PRKAR1A|PROS1|DNAJC7|PLXNB2|ITIH3|CXCL2|AKT1|TXNIP|GDF2|ZFP36|FPR1|HAMP|TRAPPC3|GHR","17100","4460|4418|4352|4387|4411|4426|4437|4349|4309|4463|4414|4415|4326|4345|4436|4442|4378|4388|4382|4343|4409|4408|4450|4315|4322|4304|4424|4372|4435|4391|4312|4323|4362|4310|4339|4376|4359|4394","","GO.0065009","0"
"958","17","GO Process","","organonitrogen compound catabolic process","0.0038","DCN|HMOX1|RNF11|DMGDH|LYVE1|SDS|BTBD1|FTCD|ANPEP|UBA1|CPN1|XDH|SQSTM1|DBH|AADAT|AKT1|LDLR","17100","4418|4352|4381|4300|4456|4314|4349|4392|4311|4373|4443|4450|4329|4389|4453|4312|4449","","GO.1901565","0"
"1160","19","GO Process","","negative regulation of signal transduction","0.0039","DCN|HMOX1|CYP26A1|APOA1|RAMP3|CRHBP|BAX|FGB|CALR|SOCS3|IFI6|ADAMTSL2|ADAR|ECM1|DUSP5|YTHDF2|XDH|IGFBP3|AKT1","17100","4418|4352|4366|4411|4437|4309|4463|4407|4375|4345|4442|4397|4388|4382|4409|4452|4450|4315|4312","","GO.0009968","0"
"298","9","GO Process","","response to lipopolysaccharide","0.0039","DCN|TNFRSF1A|FOS|CYP1A2|ASS1|CXCL2|AKT1|ZFP36|HAMP","17100","4418|4420|4415|4371|4457|4391|4312|4310|4376","","GO.0032496","0"
"39","4","Reactome Pathways","","Formation of Fibrin Clot (Clotting Cascade)","0.0039","F9|KLKB1|FGB|PROS1","17100","4423|4465|4407|4304","","HSA-140877","0"
"1051","18","GO Function","","transition metal ion binding","0.0041","CD4|CYP26A1|RNF11|HBA2|ANPEP|MT1E|CALR|CYP1A2|CSRP1|CPN1|CYP2C8|CYP4A22|TDP2|XDH|IDI1|SQSTM1|DBH|ADH1C","17100","4460|4366|4381|4413|4311|4333|4375|4371|4395|4443|4368|4384|4370|4450|4335|4329|4389|4438","","GO.0046914","0"
"250","9","KEGG Pathways","","HTLV-I infection","0.0041","TNFRSF1A|BAX|FOS|TLN1|CALR|HLA-DRB1|ETS2|AKT1|ZFP36","17100","4420|4463|4415|4328|4375|4378|4308|4312|4310","","hsa05166","0"
"14","3","GO Process","","maternal behavior","0.0041","OXT|AVPR1A|DBH","17100","4387|4414|4389","","GO.0042711","0"
"603","13","GO Function","","peptidase activity, acting on L-amino acid peptides","0.0042","F9|CFP|KLKB1|FCN3|FCN2|ANPEP|LPA|COLEC10|CNDP1|APH1A|CPN1|COLEC11|C1R","17100","4423|4341|4465|4302|4301|4311|4326|4436|4307|4343|4443|4433|4439","","GO.0070011","0"
"237","8","GO Process","","carboxylic acid catabolic process","0.0042","CYP26A1|EHHADH|LYVE1|SDS|FTCD|AKR1A1|AADAT|HAO2","17100","4366|4425|4456|4314|4392|4410|4453|4357","","GO.0046395","0"
"40","4","GO Process","","plasma lipoprotein particle clearance","0.0043","HMOX1|APOA1|HDLBP|LDLR","17100","4352|4411|4305|4449","","GO.0034381","0"
"305","9","GO Process","","response to antibiotic","0.0043","HMOX1|CAT|HBA2|CRHBP|HBB|DBH|TXNIP|HAMP|GHR","17100","4352|4426|4413|4309|4386|4389|4323|4376|4394","","GO.0046677","0"
"1075","18","GO Process","","negative regulation of protein metabolic process","0.0043","DCN|BAX|CALR|LPA|SOCS3|IFI6|ADAR|ECM1|DUSP5|YTHDF2|XDH|IGFBP3|PRKAR1A|PROS1|ITIH3|AKT1|LDLR|ZFP36","17100","4418|4463|4375|4326|4345|4442|4388|4382|4409|4452|4450|4315|4322|4304|4435|4312|4449|4310","","GO.0051248","0"
"3","2","UniProt Keywords","","Complement activation lectin pathway","0.0044","FCN3|FCN2","17100","4302|4301","","KW-1018","0"
"88","5","GO Component","","collagen trimer","0.0045","DCN|FCN3|FCN2|COLEC10|COLEC11","17100","4418|4302|4301|4436|4433","","GO.0005581","0"
"10365","85","GO Component","","intracellular membrane-bounded organelle","0.0045","CD4|DCN|TNFRSF1A|HMOX1|F9|CYP26A1|EHHADH|CEBPZ|APOA1|CAT|RAMP3|RNF11|CFP|DMGDH|SDS|LRPPRC|CERS2|CRHBP|PLIN2|FTCD|BAX|LAPTM5|LDHD|ANPEP|UBTF|FGB|FOS|MT1E|RND1|CES2|CALR|ZYX|SLC25A20|COLEC10|UBA1|GANAB|CYP1A2|IFI6|HLA-DRB1|ETS2|MRPL24|CSRP1|FMO3|ADAR|MRPL9|APH1A|BCAS2|DUSP5|CPN1|CYP2C8|CYP4A22|ASS1|CAP1|STK40|RPRD1B|YTHDF2|RND3|TDP2|SRPX|XDH|IGFBP3|IDI1|SQSTM1|HDLBP|DBH|PROS1|SEC31A|MCFD2|PLAC8|DNAJC7|DNTTIP2|MBD3|IGFALS|AADAT|ADH1C|PUF60|AKT1|LDLR|TXNIP|POLRMT|ZFP36|FPR1|TRAPPC3|SRRT|HAO2","17100","4460|4418|4420|4352|4423|4366|4425|4464|4411|4426|4437|4381|4341|4300|4314|4458|4432|4309|4428|4392|4463|4454|4350|4311|4398|4407|4415|4333|4393|4330|4375|4462|4448|4436|4373|4444|4371|4442|4378|4308|4363|4395|4455|4388|4401|4343|4405|4409|4443|4368|4384|4457|4408|4430|4354|4452|4390|4370|4379|4450|4315|4335|4329|4305|4389|4304|4358|4380|4342|4424|4316|4451|4324|4453|4438|4447|4312|4449|4323|4317|4310|4339|4359|4440|4357","","GO.0043231","0"
"381","10","GO Process","","circulatory system process","0.0046","HMOX1|OXT|RAMP3|AVPR1A|ANPEP|FGB|LPA|HBB|DBH|AKT1","17100","4352|4387|4437|4414|4311|4407|4326|4386|4389|4312","","GO.0003013","0"
"4953","50","GO Process","","negative regulation of biological process","0.0046","DCN|TNFRSF1A|CETP|HMOX1|OXT|CYP26A1|APOA1|CAT|RAMP3|LRPPRC|KLKB1|FCN3|CERS2|CRHBP|BAX|AVPR1A|FGB|MT1E|RND1|CALR|LPA|SOCS3|IFI6|ADAMTSL2|HLA-DRB1|ETS2|ADAR|ECM1|DUSP5|ASS1|STK40|YTHDF2|TDP2|SRPX|XDH|IGFBP3|SQSTM1|PRKAR1A|PROS1|PLAC8|PLXNB2|MBD3|ITIH3|AKT1|LDLR|TXNIP|GDF2|ZFP36|HAMP|SRRT","17100","4418|4420|4336|4352|4387|4366|4411|4426|4437|4458|4465|4302|4432|4309|4463|4414|4407|4333|4393|4375|4326|4345|4442|4397|4378|4308|4388|4382|4409|4457|4430|4452|4370|4379|4450|4315|4329|4322|4304|4342|4372|4451|4435|4312|4449|4323|4362|4310|4376|4440","","GO.0048519","0"
"5233","52","GO Process","","localization","0.0046","CD4|TNFRSF1A|CETP|F9|EHHADH|APOA1|CAT|RAMP3|CFP|HBA2|LRPPRC|ITGA9|HPX|FCN3|CRHBP|PLIN2|FCN2|BAX|ANPEP|FGB|TLN1|CALR|LPA|SLC25A20|HBB|GUK1|ADAR|ECM1|PGM1|CAP1|SRPX|XDH|SQSTM1|HDLBP|DBH|PROS1|SEC31A|APOF|MCFD2|PLAC8|COLEC11|ITIH3|CXCL2|AKT1|LDLR|TXNIP|ZFP36|FPR1|TRAPPC3|LSR|GHR|HAO2","17100","4460|4420|4336|4423|4425|4411|4426|4437|4341|4413|4458|4431|4346|4302|4309|4428|4301|4463|4311|4407|4328|4375|4326|4448|4386|4396|4388|4382|4406|4408|4379|4450|4329|4305|4389|4304|4358|4351|4380|4342|4433|4435|4391|4312|4449|4323|4310|4339|4359|4412|4394|4357","","GO.0051179","0"
"507","11","UniProt Keywords","","Immunity","0.0047","CD4|CFP|FCN3|FCN2|FGB|IFI6|HLA-DRB1|ADAR|SQSTM1|COLEC11|C1R","17100","4460|4341|4302|4301|4407|4442|4378|4388|4329|4433|4439","","KW-0391","0"
"1043","17","GO Component","","nuclear outer membrane-endoplasmic reticulum membrane network","0.0049","CD4|HMOX1|CYP26A1|LRPPRC|CERS2|FTCD|BAX|CALR|CYP1A2|HLA-DRB1|FMO3|APH1A|CYP2C8|CYP4A22|PROS1|SEC31A|MCFD2","17100","4460|4352|4366|4458|4432|4392|4463|4375|4371|4378|4455|4343|4368|4384|4304|4358|4380","","GO.0042175","0"
"1192","19","GO Process","","lipid metabolic process","0.0049","TNFRSF1A|CETP|CYP26A1|EHHADH|APOA1|CAT|CERS2|BAX|CES2|LPA|CYP1A2|CYP2C8|CYP4A22|IDI1|HDLBP|APOF|LDLR|GHR|HAO2","17100","4420|4336|4366|4425|4411|4426|4432|4463|4330|4326|4371|4368|4384|4335|4305|4351|4449|4394|4357","","GO.0006629","0"
"29","4","SMART Domains","","Fibrinogen-related domains (FReDs)","0.0049","FCN3|FCN2|FGB|MFAP4","17100","4302|4301|4407|4459","","SM00186","0"
"582","12","GO Component","","lysosome","0.005","DCN|CAT|RAMP3|CRHBP|LAPTM5|HLA-DRB1|ASS1|CAP1|SQSTM1|PLAC8|LDLR|FPR1","17100","4418|4426|4437|4309|4454|4378|4457|4408|4329|4342|4449|4339","","GO.0005764","0"
"129","6","GO Process","","platelet degranulation","0.0051","APOA1|FGB|TLN1|ECM1|PROS1|ITIH3","17100","4411|4407|4328|4382|4304|4435","","GO.0002576","0"
"8349","73","GO Process","","nitrogen compound metabolic process","0.0051","DCN|CETP|HMOX1|F9|EHHADH|CEBPZ|APOA1|CAT|RNF11|CFP|DMGDH|LYVE1|SDS|LRPPRC|BTBD1|KLKB1|HPX|FCN3|CERS2|FTCD|FCN2|BAX|CLEC1B|ANPEP|UBTF|FGB|FOS|CALR|LPA|SOCS3|COLEC10|UBA1|GANAB|CYP1A2|ADAMTSL2|CNDP1|ETS2|MRPL24|GUK1|ADAR|MRPL9|APH1A|PHGDH|BCAS2|DUSP5|CPN1|PGM1|AKR1A1|ASS1|STK40|RPRD1B|TDP2|XDH|IGFBP3|SQSTM1|DBH|GNE|DNTTIP2|COLEC11|MBD3|ITIH3|IGFALS|AADAT|PUF60|C1R|AKT1|LDLR|TXNIP|GDF2|POLRMT|ZFP36|SRRT|GHR","17100","4418|4336|4352|4423|4425|4464|4411|4426|4381|4341|4300|4456|4314|4458|4349|4465|4346|4302|4432|4392|4301|4463|4402|4311|4398|4407|4415|4375|4326|4345|4436|4373|4444|4371|4397|4307|4308|4363|4396|4388|4401|4343|4400|4405|4409|4443|4406|4410|4457|4430|4354|4370|4450|4315|4329|4389|4334|4316|4433|4451|4435|4324|4453|4447|4439|4312|4449|4323|4362|4317|4310|4440|4394","","GO.0006807","0"
"1299","20","GO Process","","regulation of response to stress","0.0051","TNFRSF1A|APOA1|CFP|KLKB1|HPX|CERS2|CRHBP|BAX|FGB|ZYX|SOCS3|HLA-DRB1|ADAR|CPN1|XDH|PROS1|DNAJC7|C1R|AKT1|LDLR","17100","4420|4411|4341|4465|4346|4432|4309|4463|4407|4462|4345|4378|4388|4443|4450|4304|4424|4439|4312|4449","","GO.0080134","0"
"1203","19","GO Process","","proteolysis","0.0052","F9|RNF11|CFP|BTBD1|KLKB1|FCN3|FCN2|ANPEP|FGB|LPA|COLEC10|UBA1|ADAMTSL2|CNDP1|APH1A|CPN1|SQSTM1|COLEC11|C1R","17100","4423|4381|4341|4349|4465|4302|4301|4311|4407|4326|4436|4373|4397|4307|4343|4443|4329|4433|4439","","GO.0006508","0"
"5827","56","GO Process","","regulation of nitrogen compound metabolic process","0.0052","CD4|DCN|TNFRSF1A|HMOX1|CEBPZ|APOA1|CAT|RAMP3|CFP|LRPPRC|BTBD1|KLKB1|HPX|FCN3|BAX|UBTF|FGB|FOS|CALR|LPA|SOCS3|HBB|IFI6|CNDP1|HLA-DRB1|ETS2|ADAR|ECM1|DUSP5|CPN1|ASS1|STK40|RPRD1B|YTHDF2|TDP2|XDH|IGFBP3|SQSTM1|PRKAR1A|PROS1|PLAC8|PLXNB2|DNTTIP2|MBD3|ITIH3|PUF60|C1R|AKT1|LDLR|TXNIP|GDF2|ZFP36|FPR1|HAMP|SRRT|GHR","17100","4460|4418|4420|4352|4464|4411|4426|4437|4341|4458|4349|4465|4346|4302|4463|4398|4407|4415|4375|4326|4345|4386|4442|4307|4378|4308|4388|4382|4409|4443|4457|4430|4354|4452|4370|4450|4315|4329|4322|4304|4342|4372|4316|4451|4435|4447|4439|4312|4449|4323|4362|4310|4339|4376|4440|4394","","GO.0051171","0"
"82","5","GO Process","","response to fatty acid","0.0052","OXT|CAT|ASS1|AKT1|LDLR","17100","4387|4426|4457|4312|4449","","GO.0070542","0"
"4454","46","GO Process","","negative regulation of cellular process","0.0053","DCN|TNFRSF1A|CETP|HMOX1|CYP26A1|APOA1|CAT|RAMP3|LRPPRC|FCN3|CERS2|CRHBP|BAX|AVPR1A|FGB|RND1|CALR|LPA|SOCS3|IFI6|ADAMTSL2|HLA-DRB1|ETS2|ADAR|ECM1|DUSP5|ASS1|STK40|YTHDF2|TDP2|SRPX|XDH|IGFBP3|SQSTM1|PRKAR1A|PROS1|PLAC8|PLXNB2|MBD3|ITIH3|AKT1|LDLR|TXNIP|GDF2|ZFP36|HAMP","17100","4418|4420|4336|4352|4366|4411|4426|4437|4458|4302|4432|4309|4463|4414|4407|4393|4375|4326|4345|4442|4397|4378|4308|4388|4382|4409|4457|4430|4452|4370|4379|4450|4315|4329|4322|4304|4342|4372|4451|4435|4312|4449|4323|4362|4310|4376","","GO.0048523","0"
"682","13","GO Component","","vacuole","0.0054","DCN|CAT|RAMP3|CRHBP|LAPTM5|HLA-DRB1|ASS1|CAP1|SRPX|SQSTM1|PLAC8|LDLR|FPR1","17100","4418|4426|4437|4309|4454|4378|4457|4408|4379|4329|4342|4449|4339","","GO.0005773","0"
"275","8","GO Component","","endocytic vesicle","0.0054","APOA1|HBA2|HPX|CALR|ZYX|HBB|HLA-DRB1|LDLR","17100","4411|4413|4346|4375|4462|4386|4378|4449","","GO.0030139","0"
"3033","35","GO Process","","regulation of signal transduction","0.0054","CD4|DCN|TNFRSF1A|HMOX1|OXT|CYP26A1|APOA1|CAT|RAMP3|HPX|CRHBP|BAX|FGB|CALR|SOCS3|COLEC10|IFI6|ADAMTSL2|HLA-DRB1|ADAR|ECM1|DUSP5|STK40|YTHDF2|SRPX|XDH|IGFBP3|SQSTM1|DBH|CXCL2|AKT1|GDF2|FPR1|HAMP|GHR","17100","4460|4418|4420|4352|4387|4366|4411|4426|4437|4346|4309|4463|4407|4375|4345|4436|4442|4397|4378|4388|4382|4409|4430|4452|4379|4450|4315|4329|4389|4391|4312|4362|4339|4376|4394","","GO.0009966","0"
"189","7","GO Process","","response to reactive oxygen species","0.0055","HMOX1|CAT|HBA2|FOS|HBB|AKT1|TXNIP","17100","4352|4426|4413|4415|4386|4312|4323","","GO.0000302","0"
"1014","17","GO Process","","negative regulation of cellular protein metabolic process","0.0057","DCN|BAX|CALR|LPA|SOCS3|IFI6|ADAR|ECM1|DUSP5|YTHDF2|XDH|IGFBP3|PRKAR1A|PROS1|ITIH3|AKT1|ZFP36","17100","4418|4463|4375|4326|4345|4442|4388|4382|4409|4452|4450|4315|4322|4304|4435|4312|4310","","GO.0032269","0"
"101","5","UniProt Keywords","","Peroxisome","0.0058","EHHADH|CAT|XDH|IDI1|HAO2","17100","4425|4426|4450|4335|4357","","KW-0576","0"
"24","4","Pfam","","Fibrinogen beta and gamma chains, C-terminal globular domain","0.0058","FCN3|FCN2|FGB|MFAP4","17100","4302|4301|4407|4459","","PF00147","0"
"255","8","GO Process","","aging","0.0058","DCN|CAT|FOS|CALR|ASS1|MBD3|AKT1|HAMP","17100","4418|4426|4415|4375|4457|4451|4312|4376","","GO.0007568","0"
"4","2","GO Component","","haptoglobin-hemoglobin complex","0.0062","HBA2|HBB","17100","4413|4386","","GO.0031838","0"
"4","2","GO Component","","insulin-like growth factor ternary complex","0.0062","IGFBP3|IGFALS","17100","4315|4324","","GO.0042567","0"
"8882","75","GO Component","","intracellular organelle part","0.0062","CD4|DCN|TNFRSF1A|HMOX1|F9|CYP26A1|EHHADH|APOA1|CAT|CFP|HBA2|DMGDH|LRPPRC|HPX|CERS2|CRHBP|FTCD|BAX|LAPTM5|LDHD|ANPEP|UBTF|FGB|FOS|CES2|CALR|ZYX|SLC25A20|HBB|UBA1|GANAB|CYP1A2|HLA-DRB1|ETS2|MRPL24|FMO3|ADAR|MRPL9|ECM1|APH1A|BCAS2|DUSP5|PGM1|CYP2C8|CYP4A22|ASS1|CAP1|STK40|RPRD1B|YTHDF2|RND3|TDP2|IGFBP3|SQSTM1|DBH|PROS1|SEC31A|MCFD2|PLAC8|DNAJC7|DNTTIP2|MBD3|ITIH3|IGFALS|AADAT|ADH1C|PUF60|AKT1|LDLR|TXNIP|POLRMT|FPR1|TRAPPC3|SRRT|HAO2","17100","4460|4418|4420|4352|4423|4366|4425|4411|4426|4341|4413|4300|4458|4346|4432|4309|4392|4463|4454|4350|4311|4398|4407|4415|4330|4375|4462|4448|4386|4373|4444|4371|4378|4308|4363|4455|4388|4401|4382|4343|4405|4409|4406|4368|4384|4457|4408|4430|4354|4452|4390|4370|4315|4329|4389|4304|4358|4380|4342|4424|4316|4451|4435|4324|4453|4438|4447|4312|4449|4323|4317|4339|4359|4440|4357","","GO.0044446","0"
"5162","50","GO Component","","intracellular organelle lumen","0.0062","CD4|DCN|HMOX1|F9|EHHADH|APOA1|CAT|CFP|HBA2|DMGDH|LRPPRC|HPX|UBTF|FGB|FOS|CES2|CALR|HBB|UBA1|GANAB|ETS2|MRPL24|ADAR|MRPL9|ECM1|BCAS2|DUSP5|PGM1|CAP1|STK40|RPRD1B|TDP2|IGFBP3|SQSTM1|DBH|PROS1|PLAC8|DNAJC7|DNTTIP2|MBD3|ITIH3|IGFALS|AADAT|ADH1C|PUF60|AKT1|TXNIP|POLRMT|SRRT|HAO2","17100","4460|4418|4352|4423|4425|4411|4426|4341|4413|4300|4458|4346|4398|4407|4415|4330|4375|4386|4373|4444|4308|4363|4388|4401|4382|4405|4409|4406|4408|4430|4354|4370|4315|4329|4389|4304|4342|4424|4316|4451|4435|4324|4453|4438|4447|4312|4323|4317|4440|4357","","GO.0070013","0"
"927","16","GO Process","","immune effector process","0.0063","CAT|CFP|FCN3|FCN2|ANPEP|COLEC10|HBB|HLA-DRB1|ADAR|PGM1|CAP1|DBH|PLAC8|COLEC11|C1R|FPR1","17100","4426|4341|4302|4301|4311|4436|4386|4378|4388|4406|4408|4389|4342|4433|4439|4339","","GO.0002252","0"
"87","5","GO Process","","neurotransmitter metabolic process","0.0063","DMGDH|SDS|PHGDH|DBH|AKT1","17100","4300|4314|4400|4389|4312","","GO.0042133","0"
"137","6","GO Process","","regulation of blood vessel size","0.0063","HMOX1|AVPR1A|FGB|HBB|DBH|AKT1","17100","4352|4414|4407|4386|4389|4312","","GO.0050880","0"
"1657","23","GO Process","","regulation of phosphate metabolic process","0.0065","CD4|DCN|TNFRSF1A|APOA1|RAMP3|HPX|BAX|FGB|SOCS3|HLA-DRB1|ADAR|DUSP5|STK40|XDH|IGFBP3|SQSTM1|PRKAR1A|PLXNB2|AKT1|LDLR|GDF2|FPR1|GHR","17100","4460|4418|4420|4411|4437|4346|4463|4407|4345|4378|4388|4409|4430|4450|4315|4329|4322|4372|4312|4449|4362|4339|4394","","GO.0019220","0"
"138","6","GO Process","","response to glucocorticoid","0.0065","OXT|AVPR1A|FOS|CPN1|ASS1|ZFP36","17100","4387|4414|4415|4443|4457|4310","","GO.0051384","0"
"162","6","UniProt Keywords","","Lectin","0.0068","FCN3|FCN2|CLEC1B|CALR|COLEC10|COLEC11","17100","4302|4301|4402|4375|4436|4433","","KW-0430","0"
"321","9","GO Function","","amide binding","0.007","APOA1|CRHBP|FTCD|AVPR1A|ANPEP|CALR|HLA-DRB1|LDLR|GHR","17100","4411|4309|4392|4414|4311|4375|4378|4449|4394","","GO.0033218","0"
"941","16","GO Process","","positive regulation of protein phosphorylation","0.0071","CD4|TNFRSF1A|RAMP3|HPX|FGB|SOCS3|HLA-DRB1|DUSP5|XDH|IGFBP3|SQSTM1|PRKAR1A|AKT1|GDF2|FPR1|GHR","17100","4460|4420|4437|4346|4407|4345|4378|4409|4450|4315|4329|4322|4312|4362|4339|4394","","GO.0001934","0"
"663","13","GO Process","","positive regulation of cell death","0.0071","TNFRSF1A|HMOX1|RAMP3|HBA2|BAX|FOS|HBB|SRPX|XDH|IGFBP3|SQSTM1|AKT1|TXNIP","17100","4420|4352|4437|4413|4463|4415|4386|4379|4450|4315|4329|4312|4323","","GO.0010942","0"
"19","3","GO Process","","response to vitamin A","0.0071","CYP26A1|CAT|HAMP","17100","4366|4426|4376","","GO.0033189","0"
"49","4","GO Process","","regulation of extrinsic apoptotic signaling pathway in absence of ligand","0.0071","BAX|IFI6|SRPX|AKT1","17100","4463|4442|4379|4312","","GO.2001239","0"
"299","8","GO Component","","endoplasmic reticulum lumen","0.0072","CD4|F9|APOA1|CFP|CES2|CALR|GANAB|IGFBP3","17100","4460|4423|4411|4341|4330|4375|4444|4315","","GO.0005788","0"
"9111","76","GO Component","","organelle part","0.0072","CD4|DCN|TNFRSF1A|HMOX1|F9|CYP26A1|EHHADH|APOA1|CAT|CFP|HBA2|DMGDH|LRPPRC|HPX|CERS2|CRHBP|FTCD|BAX|LAPTM5|LDHD|ANPEP|UBTF|FGB|FOS|CES2|CALR|ZYX|SLC25A20|HBB|UBA1|GANAB|CYP1A2|HLA-DRB1|ETS2|MRPL24|FMO3|ADAR|MRPL9|ECM1|APH1A|BCAS2|DUSP5|PGM1|CYP2C8|CYP4A22|ASS1|CAP1|STK40|RPRD1B|YTHDF2|RND3|TDP2|IGFBP3|SQSTM1|PRKAR1A|DBH|PROS1|SEC31A|MCFD2|PLAC8|DNAJC7|DNTTIP2|MBD3|ITIH3|IGFALS|AADAT|ADH1C|PUF60|AKT1|LDLR|TXNIP|POLRMT|FPR1|TRAPPC3|SRRT|HAO2","17100","4460|4418|4420|4352|4423|4366|4425|4411|4426|4341|4413|4300|4458|4346|4432|4309|4392|4463|4454|4350|4311|4398|4407|4415|4330|4375|4462|4448|4386|4373|4444|4371|4378|4308|4363|4455|4388|4401|4382|4343|4405|4409|4406|4368|4384|4457|4408|4430|4354|4452|4390|4370|4315|4329|4322|4389|4304|4358|4380|4342|4424|4316|4451|4435|4324|4453|4438|4447|4312|4449|4323|4317|4339|4359|4440|4357","","GO.0044422","0"
"5592","54","GO Function","","catalytic activity","0.0072","HMOX1|F9|CYP26A1|EHHADH|CAT|RNF11|CFP|DMGDH|SDS|LRPPRC|KLKB1|FCN3|CERS2|FTCD|FCN2|LDHD|ANPEP|RND1|CES2|LPA|COLEC10|UBA1|GANAB|CYP1A2|ADAMTSL2|CNDP1|GUK1|FMO3|ADAR|APH1A|PHGDH|DUSP5|CPN1|PGM1|CYP2C8|CYP4A22|AKR1A1|ASS1|STK40|RND3|TDP2|XDH|IDI1|SQSTM1|DBH|GNE|COLEC11|MBD3|AADAT|ADH1C|C1R|AKT1|POLRMT|HAO2","17100","4352|4423|4366|4425|4426|4381|4341|4300|4314|4458|4465|4302|4432|4392|4301|4350|4311|4393|4330|4326|4436|4373|4444|4371|4397|4307|4396|4455|4388|4343|4400|4409|4443|4406|4368|4384|4410|4457|4430|4390|4370|4450|4335|4329|4389|4334|4433|4451|4453|4438|4439|4312|4317|4357","","GO.0003824","0"
"399","10","GO Function","","endopeptidase activity","0.0072","F9|CFP|KLKB1|FCN3|FCN2|LPA|COLEC10|APH1A|COLEC11|C1R","17100","4423|4341|4465|4302|4301|4326|4436|4343|4433|4439","","GO.0004175","0"
"142","6","GO Process","","protein processing","0.0072","F9|KLKB1|FGB|APH1A|CPN1|C1R","17100","4423|4465|4407|4343|4443|4439","","GO.0016485","0"
